year,month,ObsTime,spring,summer,fall,winter,StnPres,StnPresMax,StnPresMin,Temperature,T Max,T Min,RH,RHMin,WS,WD,WSGust,WDGust,Precp
2014,3,4,1,0,0,0,1015.5,1017.4,1013.3,16.7,20.5,15.2,89,74,2.8,45,7.6,35,0.0
2014,3,5,1,0,0,0,1016.2,1017.5,1014.1,16.5,19.9,14.3,76,64,4.9,46,15.0,6,0.0
2014,3,6,1,0,0,0,1016.9,1019.7,1014.7,15.0,16.6,13.4,82,73,3.8,45,12.8,49,0.0
2014,3,7,1,0,0,0,1018.6,1020.4,1016.6,16.0,18.5,13.8,85,73,3.8,46,14.7,62,0.0
2014,3,8,1,0,0,0,1016.7,1019.0,1015.2,15.0,17.2,13.0,92,88,3.6,43,11.9,40,5.0
2014,3,9,1,0,0,0,1018.0,1019.7,1016.8,14.3,15.6,12.7,80,72,5.3,42,16.5,13,0.0
2014,3,10,1,0,0,0,1019.4,1021.0,1017.8,16.8,19.9,13.6,76,69,1.9,303,7.0,52,0.0
2014,3,11,1,0,0,0,1019.0,1021.5,1017.4,17.1,18.9,15.9,89,79,2.0,29,7.1,45,0.0
2014,3,12,1,0,0,0,1012.9,1017.5,1009.5,18.4,24.2,15.6,90,65,1.8,40,7.3,153,9.5
2014,3,13,1,0,0,0,1013.8,1017.5,1010.2,18.4,21.9,15.4,83,60,3.5,36,13.9,44,19.5
2014,3,14,1,0,0,0,1019.3,1021.0,1017.2,15.7,18.4,13.3,59,47,4.5,43,15.0,20,0.0
2014,3,15,1,0,0,0,1019.6,1021.2,1018.1,16.7,21.7,13.6,72,55,1.6,7,7.5,322,0.0
2014,3,16,1,0,0,0,1019.5,1021.8,1018.1,17.8,21.3,15.7,78,51,1.6,11,5.2,15,0.0
2014,3,17,1,0,0,0,1017.1,1019.7,1014.6,21.1,26.6,16.5,73,51,1.0,302,5.2,310,0.0
2014,3,18,1,0,0,0,1014.4,1017.1,1012.4,22.7,26.7,19.3,80,59,1.5,294,6.4,303,0.0
2014,3,19,1,0,0,0,1011.5,1013.7,1008.7,24.3,28.0,21.6,83,58,1.8,213,7.9,303,0.0
2014,3,20,1,0,0,0,1012.3,1016.3,1009.8,20.0,24.6,14.0,82,67,4.7,33,18.8,61,0.0
2014,3,21,1,0,0,0,1016.5,1018.3,1014.4,15.2,18.1,13.0,60,48,5.8,45,17.3,21,0.0
2014,3,22,1,0,0,0,1017.8,1020.3,1016.3,17.1,20.7,13.3,69,55,2.7,37,9.2,24,0.0
2014,3,23,1,0,0,0,1019.3,1021.0,1018.3,19.6,23.5,16.4,73,56,2.0,35,7.8,19,0.0
2014,3,24,1,0,0,0,1016.9,1019.3,1014.6,20.4,23.6,17.0,79,62,1.7,292,6.9,316,0.0
2014,3,25,1,0,0,0,1013.5,1015.8,1011.1,22.7,26.0,18.2,69,50,1.6,197,5.7,308,0.0
2014,3,26,1,0,0,0,1011.6,1013.4,1009.6,24.7,28.4,20.6,72,50,1.3,158,6.9,304,0.0
2014,3,27,1,0,0,0,1011.4,1013.1,1009.8,24.0,26.5,21.9,86,74,2.2,29,8.2,12,8.0
2014,3,28,1,0,0,0,1010.5,1012.8,1007.8,25.0,28.9,22.4,84,66,1.7,27,6.4,316,0.0
2014,3,29,1,0,0,0,1008.4,1010.2,1006.2,27.0,31.8,24.0,81,58,3.5,242,14.7,274,0.0
2014,3,30,1,0,0,0,1009.7,1011.5,1008.1,25.4,29.1,22.7,73,52,2.3,9,8.1,53,0.0
2014,3,31,1,0,0,0,1008.6,1011.1,1005.4,22.3,28.9,19.6,84,49,2.6,24,12.6,349,11.0
2014,4,1,1,0,0,0,1009.2,1011.4,1007.0,20.0,22.7,18.8,83,73,3.6,39,9.2,45,0.0
2014,4,2,1,0,0,0,1010.5,1015.3,1007.8,20.4,22.5,18.8,80,68,2.6,38,9.4,59,1.0
2014,4,3,1,0,0,0,1011.5,1015.5,1007.8,21.0,23.4,19.7,85,75,2.3,22,8.8,122,1.0
2014,4,4,1,0,0,0,1012.9,1014.4,1011.1,20.5,23.8,18.1,63,50,3.9,41,12.6,59,0.0
2014,4,5,1,0,0,0,1014.2,1016.2,1012.7,21.5,25.6,17.5,67,50,2.1,13,7.8,8,0.0
2014,4,6,1,0,0,0,1014.8,1016.8,1012.7,22.5,26.9,18.9,67,49,1.8,34,6.3,4,0.0
2014,4,7,1,0,0,0,1015.0,1017.2,1013.1,20.3,21.5,19.4,89,77,2.5,40,7.2,32,1.5
2014,4,8,1,0,0,0,1012.6,1015.0,1010.3,22.6,26.1,19.8,83,63,2.2,31,7.4,36,0.0
2014,4,9,1,0,0,0,1011.7,1013.6,1009.6,23.4,26.9,21.6,82,68,3.1,40,12.3,13,0.0
2014,4,10,1,0,0,0,1012.2,1014.4,1009.8,23.2,27.4,20.2,78,65,3.1,15,10.9,1,0.0
2014,4,11,1,0,0,0,1011.7,1013.9,1009.5,23.1,26.8,20.6,82,61,1.7,44,6.5,330,0.0
2014,4,12,1,0,0,0,1010.1,1012.0,1007.3,25.2,29.2,21.6,78,56,1.9,53,7.5,294,0.0
2014,4,13,1,0,0,0,1010.0,1011.4,1008.3,25.9,29.2,23.1,79,58,3.0,293,9.6,20,0.0
2014,4,14,1,0,0,0,1012.5,1014.4,1010.3,21.9,25.4,19.1,70,62,4.6,36,14.8,71,0.0
2014,4,15,1,0,0,0,1012.8,1014.4,1010.9,22.2,25.9,18.3,74,61,3.2,22,8.3,54,0.0
2014,4,16,1,0,0,0,1011.2,1013.7,1008.3,24.5,29.4,21.4,72,44,1.7,298,7.8,308,0.0
2014,4,17,1,0,0,0,1009.9,1011.2,1008.3,25.5,28.9,23.4,77,60,2.4,284,11.9,279,0.0
2014,4,18,1,0,0,0,1010.6,1012.1,1009.5,25.9,28.7,24.0,79,67,1.6,37,7.1,289,0.0
2014,4,19,1,0,0,0,1009.7,1011.8,1007.8,25.2,29.1,23.0,83,61,1.8,35,7.7,295,0.0
2014,4,20,1,0,0,0,1009.5,1011.2,1007.8,25.4,28.4,22.8,79,59,2.4,37,8.9,27,0.0
2014,4,21,1,0,0,0,1010.4,1011.7,1008.4,24.6,27.9,21.7,79,67,2.6,45,7.6,66,0.0
2014,4,22,1,0,0,0,1010.7,1012.1,1008.9,24.5,28.9,20.5,81,68,2.9,40,11.9,27,0.0
2014,4,23,1,0,0,0,1010.6,1012.4,1008.4,22.4,25.9,19.6,74,67,3.5,38,10.6,56,0.0
2014,4,24,1,0,0,0,1010.1,1012.1,1008.1,23.7,27.0,21.2,82,68,2.9,49,9.4,35,0.0
2014,4,25,1,0,0,0,1010.3,1012.8,1008.3,24.4,28.2,22.6,86,68,2.4,24,8.2,351,0.0
2014,4,26,1,0,0,0,1010.6,1011.8,1008.9,24.2,26.1,22.8,91,83,1.8,46,8.3,7,2.0
2014,4,27,1,0,0,0,1010.0,1011.7,1007.7,25.3,28.8,22.5,83,68,2.0,16,7.8,316,0.0
2014,4,28,1,0,0,0,1009.8,1011.2,1008.1,24.2,26.9,21.5,74,54,3.8,36,13.5,24,0.0
2014,4,29,1,0,0,0,1009.9,1011.7,1008.3,23.7,27.6,20.2,69,55,2.7,25,8.8,23,0.0
2014,4,30,1,0,0,0,1010.0,1011.8,1007.8,22.5,25.5,19.4,78,58,1.5,29,8.3,360,10.5
2014,5,1,0,1,0,0,1011.7,1013.9,1009.8,21.6,22.9,19.3,93,88,1.7,37,5.2,37,9.5
2014,5,2,0,1,0,0,1012.8,1014.1,1011.4,24.6,27.4,21.2,85,69,2.5,29,8.4,8,0.0
2014,5,3,0,1,0,0,1012.1,1013.6,1009.8,25.8,28.9,24.0,79,58,1.7,24,7.4,20,0.0
2014,5,4,0,1,0,0,1010.2,1012.8,1008.1,25.4,29.3,23.1,80,71,1.2,313,5.9,285,0.0
2014,5,5,0,1,0,0,1011.3,1014.7,1008.1,20.8,25.8,16.3,82,66,5.5,43,17.5,47,47.0
2014,5,6,0,1,0,0,1013.8,1015.5,1012.7,18.4,20.2,16.2,89,83,3.3,43,10.2,39,1.0
2014,5,7,0,1,0,0,1011.6,1013.3,1009.8,21.7,24.8,19.5,93,76,1.1,13,7.5,27,12.5
2014,5,8,0,1,0,0,1009.5,1011.3,1007.9,23.6,30.5,22.7,86,59,2.0,39,8.7,14,0.0
2014,5,9,0,1,0,0,1008.8,1010.6,1007.4,22.9,25.9,22.0,94,87,1.5,39,6.1,51,5.0
2014,5,10,0,1,0,0,1008.4,1010.4,1006.9,24.6,28.4,21.8,86,67,1.2,52,5.6,303,0.0
2014,5,11,0,1,0,0,1007.6,1009.0,1005.6,27.9,31.5,23.3,71,51,2.5,190,10.0,264,0.0
2014,5,12,0,1,0,0,1007.9,1009.4,1006.6,27.1,32.0,24.1,78,54,3.2,208,11.0,278,3.5
2014,5,13,0,1,0,0,1006.7,1008.5,1004.9,25.8,28.7,23.6,86,70,2.4,179,12.6,242,23.0
2014,5,14,0,1,0,0,1004.1,1005.6,1002.2,28.1,31.1,24.7,77,64,3.9,189,12.4,249,0.0
2014,5,15,0,1,0,0,1003.9,1006.0,1002.2,26.4,28.6,23.3,87,74,2.9,184,9.6,216,108.0
2014,5,16,0,1,0,0,1007.2,1009.6,1004.9,26.5,29.5,24.1,89,74,1.5,11,6.4,202,8.5
2014,5,17,0,1,0,0,1007.6,1009.7,1005.5,27.3,31.4,23.7,84,64,1.9,186,8.6,283,0.0
2014,5,18,0,1,0,0,1007.5,1008.7,1006.3,26.4,30.4,22.5,84,70,2.9,171,11.6,261,40.5
2014,5,19,0,1,0,0,1007.1,1009.7,1005.0,25.8,27.7,23.3,88,74,2.1,174,14.7,313,134.5
2014,5,20,0,1,0,0,1005.4,1006.8,1004.0,26.2,28.5,23.7,87,75,2.8,178,10.0,246,45.0
2014,5,21,0,1,0,0,1005.8,1007.2,1004.3,25.1,28.0,22.3,93,83,2.0,178,13.9,236,60.5
2014,5,22,0,1,0,0,1005.8,1008.2,1004.3,26.2,29.1,24.0,86,70,1.9,180,7.2,191,0.5
2014,5,23,0,1,0,0,1009.0,1010.6,1006.6,24.9,28.1,23.2,93,79,1.7,49,6.4,39,12.0
2014,5,24,0,1,0,0,1010.2,1011.5,1008.8,26.9,30.5,23.9,83,65,1.4,46,5.9,311,0.0
2014,5,25,0,1,0,0,1009.2,1010.4,1007.6,28.1,30.5,25.2,78,64,2.4,176,7.5,281,0.0
2014,5,26,0,1,0,0,1007.1,1009.1,1005.5,28.3,31.4,26.1,81,64,3.0,252,9.2,276,0.0
2014,5,27,0,1,0,0,1004.8,1006.6,1002.5,27.3,30.0,24.3,90,80,2.1,183,10.3,278,59.0
2014,5,28,0,1,0,0,1004.7,1006.2,1003.0,28.0,32.3,25.3,85,63,2.0,195,7.8,236,24.0
2014,5,29,0,1,0,0,1005.4,1007.1,1003.8,27.7,29.8,25.2,87,77,1.8,114,8.3,303,5.5
2014,5,30,0,1,0,0,1006.1,1007.5,1004.6,27.4,30.6,25.5,86,69,1.7,182,6.6,275,1.5
2014,5,31,0,1,0,0,1006.7,1008.1,1005.0,27.3,32.0,25.0,85,62,1.7,42,5.5,307,0.0
2014,6,1,0,1,0,0,1005.2,1007.8,1002.8,28.2,32.0,25.3,80,52,2.1,53,6.8,265,0.0
2014,6,2,0,1,0,0,1002.9,1004.9,1000.6,29.0,32.4,26.2,78,60,3.4,172,12.6,262,0.0
2014,6,3,0,1,0,0,1001.4,1003.1,999.7,26.1,29.2,23.9,89,75,2.6,179,11.6,182,29.5
2014,6,4,0,1,0,0,1001.8,1003.1,1000.3,27.1,29.6,24.5,86,74,1.7,319,5.9,316,0.0
2014,6,5,0,1,0,0,1001.8,1003.5,1000.5,28.0,31.4,26.1,83,67,2.2,172,10.3,275,3.0
2014,6,6,0,1,0,0,1002.1,1003.7,1000.5,26.4,31.1,23.0,88,63,2.0,210,12.0,306,47.5
2014,6,7,0,1,0,0,1000.7,...,...,26.8,...,...,87,...,1.9,177,...,...,19.5
2014,6,8,0,1,0,0,999.4,1000.8,997.7,27.4,30.6,25.4,85,72,1.9,10,7.9,7,0.0
2014,6,9,0,1,0,0,998.0,999.4,996.4,27.1,30.3,24.9,85,72,3.7,38,13.0,37,0.0
2014,6,10,0,1,0,0,997.1,998.6,995.8,26.4,30.4,24.9,86,78,4.5,40,14.6,5,0.0
2014,6,11,0,1,0,0,998.0,999.4,997.0,26.0,28.3,23.8,83,73,5.0,41,14.6,49,0.0
2014,6,12,0,1,0,0,998.8,1000.6,997.2,26.0,29.6,23.3,76,60,3.4,45,11.0,27,0.0
2014,6,13,0,1,0,0,1001.1,1003.1,999.6,27.6,32.1,25.1,76,55,2.0,20,9.4,175,0.0
2014,6,14,0,1,0,0,1002.5,1004.0,1001.3,26.1,29.2,24.8,88,74,2.2,37,8.4,18,1.0
2014,6,15,0,1,0,0,1002.6,1003.8,1001.2,26.8,28.6,24.8,92,82,1.7,24,5.8,37,0.5
2014,6,16,0,1,0,0,1001.7,1003.4,1000.2,29.1,32.8,25.4,77,60,3.2,195,14.7,233,0.0
2014,6,17,0,1,0,0,1003.5,1005.5,1001.8,28.2,31.0,26.2,85,72,3.6,200,11.4,199,14.5
2014,6,18,0,1,0,0,1003.6,1005.5,1001.9,28.8,31.2,26.9,83,69,3.3,180,10.1,249,0.0
2014,6,19,0,1,0,0,1002.6,1003.8,1000.6,28.9,31.4,27.0,80,69,2.8,193,9.3,247,0.0
2014,6,20,0,1,0,0,1002.5,1003.4,1001.8,29.0,31.5,27.2,81,68,3.2,259,10.7,261,0.0
2014,6,21,0,1,0,0,1002.9,1004.3,1001.3,29.4,33.3,26.4,76,58,3.5,217,13.5,240,0.0
2014,6,22,0,1,0,0,1003.7,1005.2,1002.1,29.5,32.8,27.0,75,60,4.2,187,13.3,266,0.0
2014,6,23,0,1,0,0,1003.6,1005.2,1001.5,28.9,32.0,26.9,79,64,3.3,197,14.3,266,0.0
2014,6,24,0,1,0,0,1004.0,1005.6,1002.4,28.9,32.4,26.0,80,63,3.0,196,9.3,306,0.5
2014,6,25,0,1,0,0,1005.1,1006.8,1003.5,29.2,32.5,26.1,79,59,2.8,234,11.1,277,10.0
2014,6,26,0,1,0,0,1005.2,1006.8,1003.5,29.2,32.2,26.5,78,62,2.9,188,9.9,272,0.5
2014,6,27,0,1,0,0,1004.0,1005.9,1002.1,29.1,31.4,26.7,82,68,2.4,175,8.9,278,0.0
2014,6,28,0,1,0,0,1002.6,1005.0,1000.8,30.0,33.4,26.9,73,51,1.8,293,6.6,300,0.0
2014,6,29,0,1,0,0,1004.5,1007.4,1003.1,29.6,33.2,27.7,77,61,1.6,301,8.4,278,0.0
2014,6,30,0,1,0,0,1007.0,1008.1,1006.0,29.4,32.5,27.0,78,64,2.2,290,8.6,305,0.0
2014,7,1,0,1,0,0,1007.7,1009.0,1005.9,29.5,32.5,27.5,79,64,2.8,289,9.5,276,0.0
2014,7,2,0,1,0,0,1005.1,1007.4,1003.3,29.7,33.0,26.7,76,61,2.9,176,9.9,277,0.0
2014,7,3,0,1,0,0,1002.4,1002.5,1000.2,29.9,33.0,28.2,76,57,2.7,282,8.3,285,0.0
2014,7,4,0,1,0,0,1002.3,1003.4,1000.9,30.1,33.1,27.8,73,55,2.0,159,7.2,305,0.0
2014,7,5,0,1,0,0,1002.2,1003.7,1001.3,30.5,33.8,27.3,71,47,1.7,20,8.3,346,0.0
2014,7,6,0,1,0,0,1001.3,1003.3,999.2,30.9,34.4,27.5,70,50,2.0,4,7.6,289,0.0
2014,7,7,0,1,0,0,997.1,1000.8,994.3,30.4,33.6,28.5,77,65,3.8,25,12.8,8,0.0
2014,7,8,0,1,0,0,995.4,998.3,992.6,29.4,31.5,27.5,76,61,4.0,7,15.2,2,0.5
2014,7,9,0,1,0,0,1000.6,1002.7,998.0,30.8,35.5,27.8,72,49,3.6,226,11.1,267,0.0
2014,7,10,0,1,0,0,1002.6,1004.1,1001.2,30.5,33.4,28.1,75,58,3.5,198,10.8,274,0.0
2014,7,11,0,1,0,0,1004.2,1006.9,1002.5,30.3,33.2,27.9,75,61,3.7,201,11.6,276,0.0
2014,7,12,0,1,0,0,1005.7,1007.8,1003.7,30.6,34.0,28.0,74,57,3.7,180,10.7,277,0.0
2014,7,13,0,1,0,0,1006.6,1007.9,1004.6,30.7,33.7,28.3,71,58,3.2,186,9.5,284,0.0
2014,7,14,0,1,0,0,1007.5,1009.0,1005.3,30.4,33.6,28.0,76,53,2.8,291,10.1,311,0.0
2014,7,15,0,1,0,0,1008.0,1009.0,1006.6,30.2,32.7,28.1,73,55,2.3,298,8.9,308,0.0
2014,7,16,0,1,0,0,1005.9,1008.4,1003.8,30.1,33.0,27.7,70,51,2.1,3,7.5,43,0.0
2014,7,17,0,1,0,0,1004.2,1005.6,1003.0,30.2,33.4,27.8,75,49,2.1,297,7.2,292,0.0
2014,7,18,0,1,0,0,1006.0,1008.5,1004.3,29.5,33.7,26.3,76,55,2.5,171,9.9,284,0.5
2014,7,19,0,1,0,0,1006.7,1007.8,1005.2,29.7,33.1,26.2,77,52,1.8,340,8.0,291,0.0
2014,7,20,0,1,0,0,1004.4,1006.6,1002.2,29.8,33.9,27.4,78,55,2.4,23,8.0,322,2.0
2014,7,21,0,1,0,0,1000.9,1003.0,998.6,30.3,33.2,27.4,74,56,2.1,172,7.3,305,0.0
2014,7,22,0,1,0,0,993.4,999.7,982.7,30.3,34.6,27.8,71,53,2.8,49,15.5,55,0.5
2014,7,23,0,1,0,0,988.6,998.1,977.2,26.4,28.8,23.4,89,67,6.1,192,20.7,175,155.5
2014,7,24,0,1,0,0,1000.5,1004.4,996.7,29.0,31.4,25.7,76,66,4.8,192,14.1,178,4.5
2014,7,25,0,1,0,0,1005.3,1008.1,1003.7,29.1,31.8,26.1,77,63,3.0,196,12.4,233,0.0
2014,7,26,0,1,0,0,1008.0,1009.3,1006.2,29.7,32.5,26.0,75,60,1.8,6,7.9,7,0.0
2014,7,27,0,1,0,0,1006.3,1009.0,1003.3,29.6,32.7,28.0,77,54,2.2,1,8.7,323,0.0
2014,7,28,0,1,0,0,1003.2,1005.3,999.9,29.6,32.4,27.1,78,61,1.9,11,7.1,307,1.0
2014,7,29,0,1,0,0,1001.9,1003.7,1000.2,29.7,33.1,26.7,75,58,2.3,16,8.0,360,0.0
2014,7,30,0,1,0,0,1000.6,1002.7,998.6,29.9,33.4,27.5,78,60,3.0,32,11.7,20,0.0
2014,7,31,0,1,0,0,998.0,999.9,995.6,29.7,32.2,27.7,80,67,2.7,45,8.8,68,1.0
2014,8,1,0,0,1,0,996.5,998.3,994.6,30.3,34.0,27.9,75,56,3.3,205,9.9,260,0.0
2014,8,2,0,0,1,0,998.5,1000.8,997.0,30.0,33.2,26.2,75,58,3.8,209,12.5,277,0.0
2014,8,3,0,0,1,0,1000.2,1001.9,998.1,30.0,33.7,24.9,76,54,3.1,290,9.4,275,22.5
2014,8,4,0,0,1,0,1001.3,1003.0,999.7,28.3,32.1,24.8,85,61,1.8,188,8.4,307,33.5
2014,8,5,0,0,1,0,1002.5,1004.4,1001.1,28.0,31.8,25.1,84,58,1.7,36,7.0,268,53.0
2014,8,6,0,0,1,0,1001.9,1003.5,999.6,29.5,32.6,27.2,77,56,1.5,295,6.0,310,0.0
2014,8,7,0,0,1,0,1000.7,...,...,29.5,...,...,79,...,2.1,177,...,...,0.0
2014,8,8,0,0,1,0,1000.1,...,...,29.6,...,...,80,...,2.9,271,...,...,3.5
2014,8,9,0,0,1,0,1001.8,...,...,29.3,...,...,79,...,3.1,185,...,...,3.5
2014,8,10,0,0,1,0,1002.3,...,...,28.2,...,...,82,...,3.2,171,...,...,9.0
2014,8,11,0,0,1,0,1001.0,...,...,28.8,...,...,81,...,3.0,172,...,...,4.0
2014,8,12,0,0,1,0,999.8,1001.5,997.5,28.3,31.5,26.1,82,67,3.1,180,10.0,233,0.5
2014,8,13,0,0,1,0,1002.4,1006.3,1000.0,27.2,30.3,24.8,84,69,3.8,183,13.8,194,1.5
2014,8,14,0,0,1,0,1006.7,1008.8,1005.0,29.3,32.5,26.5,74,61,3.7,210,12.4,194,0.0
2014,8,15,0,0,1,0,1007.7,1009.3,1005.9,29.4,32.0,27.3,80,63,3.0,188,9.0,254,0.0
2014,8,16,0,0,1,0,1005.6,1007.4,1003.7,29.3,33.2,27.2,80,59,2.5,291,8.3,285,0.0
2014,8,17,0,0,1,0,1004.9,1006.9,1002.8,29.4,32.5,27.3,77,66,2.5,172,7.6,302,0.0
2014,8,18,0,0,1,0,1006.9,1009.3,1004.7,28.3,33.0,24.6,80,60,1.9,322,8.4,167,9.5
2014,8,19,0,0,1,0,1007.4,1009.0,1005.2,28.0,31.8,24.8,76,54,3.1,208,12.2,244,0.0
2014,8,20,0,0,1,0,1008.4,1010.6,1006.9,28.0,31.2,24.7,76,63,3.1,175,9.5,243,0.0
2014,8,21,0,0,1,0,1008.4,1009.8,1006.9,28.2,30.5,25.6,75,58,2.1,296,6.8,305,0.0
2014,8,22,0,0,1,0,1008.2,1009.6,1005.9,28.4,30.9,25.9,76,58,1.8,167,6.7,290,0.0
2014,8,23,0,0,1,0,1007.7,1009.1,1005.7,28.5,32.9,25.7,70,41,1.7,165,6.2,306,0.0
2014,8,24,0,0,1,0,1007.6,1009.0,1005.6,28.7,31.4,26.3,75,65,2.0,170,7.3,302,0.0
2014,8,25,0,0,1,0,1008.1,1010.0,1006.2,29.1,31.8,26.9,77,59,2.0,165,7.8,306,0.0
2014,8,26,0,0,1,0,1008.6,1010.0,1006.6,29.4,32.5,27.3,76,58,1.9,1,7.5,353,0.0
2014,8,27,0,0,1,0,1009.2,1011.8,1007.6,29.0,32.6,26.9,76,58,2.3,171,7.5,316,0.0
2014,8,28,0,0,1,0,1010.4,1011.9,1008.2,29.0,32.2,24.8,74,57,1.6,2,7.1,310,0.0
2014,8,29,0,0,1,0,1009.6,1011.2,1007.8,29.3,31.8,26.3,77,66,2.0,9,7.6,300,0.0
2014,8,30,0,0,1,0,1008.7,1010.6,1006.5,28.9,33.3,26.5,76,58,2.0,299,9.7,165,1.5
2014,8,31,0,0,1,0,1007.9,1009.0,1006.8,29.0,31.7,26.1,71,59,1.8,295,6.8,310,0.0
2014,9,1,0,0,1,0,1008.4,...,...,29.1,...,...,75,...,1.7,170,...,...,0.0
2014,9,2,0,0,1,0,1008.1,1009.7,1006.2,29.1,33.7,26.6,76,61,2.1,164,8.2,310,0.0
2014,9,3,0,0,1,0,1006.3,1008.4,1004.0,29.1,31.6,26.4,77,63,2.4,172,9.0,304,0.0
2014,9,4,0,0,1,0,1004.7,1006.2,1003.0,29.4,32.3,26.8,74,57,2.0,37,9.6,27,0.0
2014,9,5,0,0,1,0,1003.5,1005.2,1001.2,29.5,32.6,26.3,76,55,1.8,165,8.7,19,0.0
2014,9,6,0,0,1,0,1003.9,1005.7,1002.2,30.0,34.2,28.2,74,58,2.3,13,10.0,14,0.0
2014,9,7,0,0,1,0,1005.9,1007.4,1004.4,29.7,33.2,27.8,76,58,2.6,181,9.2,277,0.0
2014,9,8,0,0,1,0,1005.7,1007.2,1003.7,29.5,31.8,27.3,76,66,2.1,298,7.9,298,0.0
2014,9,9,0,0,1,0,1005.9,1007.5,1004.0,29.4,31.8,27.0,75,61,2.0,171,7.3,310,0.0
2014,9,10,0,0,1,0,1006.2,1008.2,1004.9,29.4,32.1,26.9,75,63,2.0,298,7.6,301,0.0
2014,9,11,0,0,1,0,1006.2,1007.8,1004.0,29.6,32.1,27.5,78,62,1.8,23,7.5,10,0.0
2014,9,12,0,0,1,0,1006.0,1007.4,1004.0,29.2,31.5,27.4,77,59,2.1,194,6.3,316,0.0
2014,9,13,0,0,1,0,1005.0,1006.6,1003.3,29.4,32.6,26.7,75,60,1.8,355,6.7,340,0.0
2014,9,14,0,0,1,0,1001.4,1004.4,999.0,30.2,34.4,26.9,74,55,2.0,6,8.8,5,0.0
2014,9,15,0,0,1,0,1000.6,1004.3,998.7,30.8,34.8,27.0,70,50,2.3,166,7.1,299,0.0
2014,9,16,0,0,1,0,1007.0,1010.6,1003.7,30.3,33.9,28.6,76,57,2.3,174,9.9,261,0.0
2014,9,17,0,0,1,0,1010.1,1011.3,1008.8,29.7,33.1,27.3,81,62,1.9,22,7.3,342,0.0
2014,9,18,0,0,1,0,1007.1,1010.6,1004.6,30.3,34.2,27.9,76,59,1.8,46,6.1,54,0.0
2014,9,19,0,0,1,0,1001.4,1005.3,998.7,30.1,33.2,27.9,74,58,1.7,40,7.3,3,0.0
2014,9,20,0,0,1,0,997.8,1000.3,995.6,28.6,31.1,24.3,82,68,3.3,30,14.0,24,25.0
2014,9,21,0,0,1,0,995.7,999.9,992.4,27.5,28.7,26.3,89,81,3.3,26,14.2,19,0.0
2014,9,22,0,0,1,0,1003.6,1005.2,999.6,26.2,28.8,23.7,87,77,2.5,299,13.5,294,9.0
2014,9,23,0,0,1,0,1006.2,1008.4,1004.3,27.6,30.4,25.2,82,69,2.0,169,7.2,267,5.0
2014,9,24,0,0,1,0,1009.0,1010.6,1007.2,28.1,31.2,25.3,81,66,2.1,170,8.0,307,0.0
2014,9,25,0,0,1,0,1009.8,1011.5,1008.2,28.5,31.4,25.6,77,64,1.8,169,7.4,360,0.0
2014,9,26,0,0,1,0,1009.6,1011.3,1007.9,28.1,31.2,26.2,79,61,1.9,148,8.2,1,0.0
2014,9,27,0,0,1,0,1009.8,1012.0,1008.1,27.9,31.2,25.7,78,65,1.9,15,8.6,352,0.0
2014,9,28,0,0,1,0,1008.7,...,...,27.6,...,...,77,...,1.9,29,...,...,0.0
2014,9,29,0,0,1,0,1007.8,1009.7,1006.0,27.9,31.3,25.7,73,50,1.5,4,6.9,10,0.0
2014,9,30,0,0,1,0,1008.2,1010.4,1006.3,27.9,31.5,25.0,73,59,2.0,30,9.6,29,0.0
2014,10,1,0,0,1,0,1008.1,1009.6,1006.0,27.0,30.1,24.6,77,66,3.3,38,12.3,50,0.0
2014,10,2,0,0,1,0,1006.4,1008.4,1004.4,26.4,29.3,23.6,78,67,3.2,37,11.0,16,0.0
2014,10,3,0,0,1,0,1005.3,1006.3,1004.0,26.1,30.1,23.4,64,47,4.8,47,14.7,18,0.0
2014,10,4,0,0,1,0,1006.7,1008.1,1004.9,24.3,27.9,22.1,62,45,5.7,46,15.1,29,0.0
2014,10,5,0,0,1,0,1008.7,1010.9,1007.1,24.6,28.2,22.4,67,48,5.1,44,14.5,41,0.0
2014,10,6,0,0,1,0,1010.5,1012.0,1008.7,24.6,28.9,21.8,57,44,5.0,45,18.1,65,0.0
2014,10,7,0,0,1,0,1010.0,1012.0,1008.5,23.6,28.5,20.7,60,40,4.2,44,13.0,7,0.0
2014,10,8,0,0,1,0,1007.6,1009.4,1005.7,24.2,29.3,20.3,66,49,3.1,35,11.3,58,0.0
2014,10,9,0,0,1,0,1005.1,1007.2,1002.8,25.1,28.6,21.4,72,60,4.4,29,13.1,13,0.0
2014,10,10,0,0,1,0,1003.7,1005.5,1001.6,25.1,27.2,23.7,82,73,6.4,43,20.7,41,0.0
2014,10,11,0,0,1,0,1005.7,1007.5,1003.8,24.5,26.1,23.2,79,71,6.9,41,21.5,31,0.0
2014,10,12,0,0,1,0,1008.3,1010.4,1006.8,24.5,27.0,21.9,66,51,4.1,31,13.6,46,0.0
2014,10,13,0,0,1,0,1012.3,1014.2,1010.0,23.7,27.4,20.2,59,44,3.7,39,12.4,1,0.0
2014,10,14,0,0,1,0,1014.2,1016.0,1012.0,21.7,26.1,18.4,64,50,3.7,40,11.7,27,0.0
2014,10,15,0,0,1,0,1014.2,1016.1,1012.2,21.2,26.6,17.6,62,46,3.4,39,11.0,17,0.0
